0	0	in	in	2.5778019428253174	2.5778019428253174
0	1	the	the	1.745959997177124	1.74596
0	2	right	right	6.767053604125977	6.7670536
0	3	hands	hands	10.232653617858887	10.232654
0	4	,	,	1.2788238525390625	1.2788239
0	5	location	location	12.599851608276367	12.599852
0	6	data	data	9.03732681274414	9.037327
0	7	can	can	3.6605567932128906	3.6605568
0	8	be	be	0.55670166015625	0.55670166
0	9	a	a	5.4156494140625	5.4156494
0	10	force	force	8.771965026855469	8.771965
0	11	for	for	3.5124244689941406	3.5124245
0	12	good	good	7.502601623535156	7.5026016
0	13	.	.	4.030555725097656	4.0305557
1	0	it	it	3.207357883453369	3.207357883453369
1	1	can	can	5.726602077484131	5.726602
1	2	provide	provide	5.962425231933594	5.962425
1	3	publishers	publishers	12.95393180847168	12.953932
1	4	and	and	2.506622314453125	2.5066223
1	5	app	app	15.952581405639648	15.952581
1	6	developers	developers	11.56363296508789	11.563633
1	7	with	with	3.9625778198242188	3.9625778
1	8	advertising	advertising	10.112052917480469	10.112053
1	9	revenue	revenue	10.337791442871094	10.337791
1	10	so	so	8.583724975585938	8.583725
1	11	consumers	consumers	13.464256286621094	13.464256
1	12	can	can	4.548805236816406	4.548805
1	13	access	access	8.518638610839844	8.518639
1	14	free	free	9.3507080078125	9.350708
1	15	services	services	7.6629638671875	7.662964
1	16	and	and	3.46533203125	3.465332
1	17	information	information	6.9383697509765625	6.9383698
1	18	.	.	1.2960052490234375	1.2960052
2	0	paying	paying	11.843076705932617	11.843076705932617
2	1	for	for	4.917905807495117	4.917906
2	2	college	college	9.229330062866211	9.22933
2	3	seems	seems	11.309648513793945	11.3096485
2	4	out	out	5.976387023925781	5.976387
2	5	of	of	1.5597648620605469	1.5597649
2	6	reach	reach	10.448318481445312	10.4483185
2	7	for	for	4.7180938720703125	4.718094
2	8	many	many	5.585052490234375	5.5850525
2	9	americans	americans	9.262466430664062	9.262466
2	10	,	,	1.8410415649414062	1.8410416
2	11	so	so	5.148857116699219	5.148857
2	12	the	the	2.0284194946289062	2.0284195
2	13	idea	idea	6.335960388183594	6.3359604
2	14	of	of	1.1468353271484375	1.1468353
2	15	free	free	9.524200439453125	9.5242
2	16	college	college	10.548713684082031	10.548714
2	17	has	has	3.8279571533203125	3.8279572
2	18	broad	broad	10.338348388671875	10.338348
2	19	appeal	appeal	7.1692657470703125	7.1692657
2	20	.	.	0.827606201171875	0.8276062
3	0	several	several	6.216567039489746	6.216567039489746
3	1	democratic	democratic	10.810873985290527	10.810874
3	2	presidential	presidential	11.705223083496094	11.705223
3	3	candidates	candidates	7.556718826293945	7.556719
3	4	and	and	3.448322296142578	3.4483223
3	5	members	members	7.465923309326172	7.4659233
3	6	of	of	0.7447662353515625	0.74476624
3	7	congress	congress	7.998798370361328	7.9987984
3	8	have	have	3.4581947326660156	3.4581947
3	9	endorsed	endorsed	8.819984436035156	8.819984
3	10	it	it	4.571647644042969	4.5716476
3	11	.	.	2.3289718627929688	2.3289719
4	0	very	very	9.143818855285645	9.143818855285645
4	1	few	few	3.714968681335449	3.7149687
4	2	issues	issues	6.618268966674805	6.618269
4	3	can	can	4.065914154052734	4.065914
4	4	bring	bring	6.628925323486328	6.6289253
4	5	together	together	7.407587051391602	7.407587
4	6	lawmakers	<unks>	24.84882354736328	24.848824
4	7	of	of	7.3877410888671875	7.387741
4	8	both	both	6.7569580078125	6.756958
4	9	parties	parties	8.358345031738281	8.358345
4	10	.	.	1.23712158203125	1.2371216
5	0	animal	animal	11.099483489990234	11.099483489990234
5	1	cruelty	cruelty	11.548133850097656	11.548134
5	2	is	is	2.065643310546875	2.0656433
