IN,1.627
DT,1.023
JJ,1.499
NNS,2.023
",",0.619
NN,3.285
NNS,1.689
MD,3.926
VB,0.260
DT,1.827
NN,0.708
IN,0.899
JJ,2.765
.,4.012
PRP,2.322
MD,3.519
VB,0.258
NNS,3.764
CC,2.753
NN,2.285
NNS,1.251
IN,1.247
NN,2.525
NN,2.181
IN,1.628
NNS,3.278
MD,5.193
VB,0.236
JJ,2.567
NNS,1.821
CC,2.833
NN,2.476
.,2.269
VBG,3.762
IN,0.828
NN,2.640
VBZ,5.181
IN,2.552
IN,3.793
NN,2.527
IN,1.688
JJ,2.818
NNPS,5.647
",",1.315
CC,1.570
DT,1.564
NN,0.894
IN,1.666
JJ,2.743
NN,0.948
VBZ,2.523
JJ,2.364
NN,2.663
.,1.542
JJ,3.275
JJ,2.277
JJ,2.709
NNS,0.774
CC,3.501
NNS,1.036
IN,1.721
NNP,1.385
VBP,3.468
VBN,1.468
PRP,4.758
.,1.306
RB,2.989
JJ,3.762
NNS,1.336
MD,3.869
VB,0.257
RB,3.004
NNS,6.200
IN,1.263
DT,0.969
NNS,2.781
.,1.410
JJ,3.275
NN,1.279
VBZ,3.012
CD,3.587
IN,1.564
PRP,4.645
.,1.025
NNP,1.731
VBP,3.434
VBN,1.468
VBG,4.020
IN,1.335
JJ,2.728
NNS,0.956
.,1.227
PRP,2.322
VBP,2.541
VBN,1.467
IN,0.936
NNS,3.239
IN,1.072
JJ,2.759
NN,0.994
",",2.107
NN,2.961
NNS,3.369
",",1.203
NN,2.378
NNS,2.325
.,3.209
DT,1.362
JJ,1.624
NNS,2.187
VBP,3.168
VBN,1.468
IN,0.936
NNS,3.239
WP,4.877
VBP,2.283
NN,3.048
IN,1.231
JJ,2.776
NN,1.018
VBP,6.289
RBR,5.231
JJ,0.442
TO,2.498
VB,0.029
JJ,2.812
NNS,1.120
.,1.735
CC,4.811
DT,1.650
JJ,1.477
JJ,2.183
NN,0.352
VBD,1.916
DT,1.680
NN,0.732
IN,0.832
DT,0.957
NN,0.846
IN,0.975
NN,2.420
CC,2.455
NN,0.715
.,1.468
JJ,3.275
NN,1.279
VBZ,3.012
DT,1.489
JJ,1.108
NN,0.343
.,2.182
PRP,2.322
VBZ,1.691
DT,1.487
JJ,1.108
NN,0.341
",",2.638
CC,1.603
JJS,6.056
NNS,1.233
VBP,2.669
RB,1.744
VB,1.520
EX,8.070
VBP,2.346
NNS,3.599
IN,1.073
JJ,2.764
NN,0.977
MD,6.602
VB,0.282
.,4.153
DT,1.362
NN,0.800
NNS,4.083
VBP,3.245
NNS,3.497
VBP,5.884
JJ,2.487
IN,1.661
PRP,3.331
",",2.319
RB,2.875
IN,0.912
PRP,3.273
VBP,2.592
JJ,2.238
IN,1.414
NN,2.325
.,1.155
NNS,3.553
VBP,3.145
JJ,2.287
PRP,5.518
VBP,2.053
JJ,2.507
.,2.331
NNS,3.553
RB,3.219
VBP,2.790
IN,1.479
VBG,4.117
DT,1.543
NN,0.691
IN,0.846
NN,2.429
VBZ,6.140
JJ,2.386
IN,1.275
NNS,3.046
.,1.730
RB,2.989
DT,2.813
JJ,1.701
NN,0.405
VBZ,2.557
PRP,3.760
MD,3.606
RB,1.727
VB,0.937
RB,2.861
JJ,2.124
IN,1.252
NNS,3.125
",",2.333
RB,3.160
.,2.901
NNS,3.553
CC,3.220
NN,1.862
NN,2.379
NNS,1.956
RB,3.119
VBP,2.670
IN,1.457
WRB,7.335
NNS,3.382
VBP,2.586
