in,0.988
the,1.012
right,0.211
hands,2.743
",",0.603
location,0.485
data,1.268
can,4.042
be,0.057
a,1.952
force,0.676
for,0.977
good,0.370
.,0.416
it,2.392
can,3.546
provide,0.246
publishers,2.116
and,2.736
app,1.995
developers,2.083
with,0.934
advertising,0.716
revenue,1.707
so,1.061
consumers,5.178
can,2.869
access,0.190
free,1.449
services,2.371
and,2.837
information,1.579
.,1.622
paying,2.896
for,1.039
college,1.029
seems,2.053
out,1.363
of,1.420
reach,0.999
for,1.795
many,2.421
americans,2.748
",",2.239
so,1.442
the,2.049
idea,0.813
of,1.428
free,0.663
college,0.456
has,1.825
broad,2.711
appeal,1.265
.,0.822
several,1.705
democratic,1.587
presidential,2.639
candidates,0.719
and,2.794
members,0.677
of,1.797
congress,1.282
have,1.314
endorsed,0.834
it,0.888
.,1.403
very,1.158
few,0.511
issues,1.167
can,3.936
bring,0.061
together,1.958
lawmakers,1.034
of,1.829
both,1.567
parties,1.334
.,1.214
animal,1.424
cruelty,1.544
is,2.243
CD,3.571
of,1.018
them,4.895
.,0.585
koalas,0.696
have,1.750
been,0.715
running,2.431
into,1.113
hard,1.293
times,1.191
.,1.351
they,1.409
have,2.507
suffered,0.777
for,0.553
years,1.143
from,1.326
habitat,0.670
destruction,1.592
",",2.071
dog,2.196
attacks,2.654
",",3.217
automobile,2.502
accidents,3.668
.,5.201
some,0.924
recent,1.684
reports,2.122
have,2.756
suggested,0.837
that,0.513
women,1.604
who,3.292
give,2.010
birth,1.709
by,0.857
cesarean,0.374
section,0.943
are,3.620
more,3.966
likely,0.340
to,0.446
have,0.097
obese,2.983
children,0.966
.,1.229
but,0.469
a,1.109
large,1.924
new,0.828
study,0.535
found,1.643
no,1.623
link,0.614
between,1.073
the,1.540
method,0.484
of,0.952
birth,0.830
and,2.714
obesity,0.752
.,1.680
pancreatic,3.321
cancer,0.948
has,3.222
a,1.846
bad,0.900
reputation,0.365
.,1.341
it,2.392
is,1.669
a,1.428
terrible,1.003
disease,0.128
",",1.694
but,1.714
most,2.184
people,0.837
do,2.033
not,1.043
realize,0.930
there,2.132
are,4.245
ways,1.884
that,1.223
early,2.622
detection,1.578
can,2.605
help,0.177
.,2.093
some,0.924
nutrition,1.537
experts,3.297
say,1.087
eggs,0.893
are,4.055
good,1.542
for,1.356
you,1.570
",",2.032
even,3.103
though,0.405
they,1.561
are,2.512
high,1.103
in,1.304
cholesterol,1.746
.,0.896
others,0.508
are,2.887
sure,1.061
they,1.087
are,2.191
bad,1.206
.,0.696
experts,3.586
generally,0.986
agree,2.727
that,0.924
watching,4.338
a,1.002
lot,0.279
of,0.820
television,0.647
is,1.266
bad,1.395
for,1.289
children,0.945
.,1.300
now,3.050
a,2.005
new,1.282
study,0.346
suggests,1.726
it,1.081
may,2.610
not,0.216
be,0.415
very,1.544
good,0.187
for,1.559
adults,2.881
",",2.902
either,0.986
.,1.088
legislators,3.584
and,2.534
gun,1.420
safety,1.641
advocates,1.975
often,2.993
focus,2.493
on,1.594
how,1.739
guns,3.499
are,2.784
purchased,0.798
.,0.959
but,0.469
many,0.981
lives,1.048
could,3.776
be,0.152
saved,0.607
",",2.232
especially,3.392
among,1.298
children,0.922
",",2.764
if,3.251
they,1.826
looked,0.866
more,1.823
at,0.497
how,1.982
they,1.587
are,2.445
stored,0.801
.,2.595
most,0.754
cricket,1.796
species,0.929
",",3.170
indoors,1.777
or,2.234
outdoors,4.460
",",3.292
are,2.392
omnivorous,0.969
.,0.665
they,1.409
will,3.566
eat,0.285
almost,2.665
any,1.956
organic,1.289
material,0.292
",",2.081
usually,3.005
preferring,1.964
items,2.824
derived,3.579
from,0.233
plants,2.927
.,2.072
the,0.924
american,1.055
medical,0.294
malpractice,0.975
system,1.973
is,2.228
doing,1.277
almost,2.465
nothing,2.760
to,1.208
improve,0.636
the,1.268
quality,0.602
of,0.825
health,0.800
care,2.101
",",0.323
research,0.695
suggests,1.063
.,1.698
what,1.715
may,2.025
be,0.523
more,2.518
concerning,6.141
is,1.573
that,1.005
there,3.886
is,1.736
very,1.218
little,0.078
discussion,3.672
",",1.866
much,1.943
less,4.279
action,3.220
",",1.418
on,1.606
reform,1.129
.,1.514
many,2.082
studies,0.939
have,2.831
found,0.788
that,0.402
obesity,0.668
is,1.913
associated,1.078
with,0.205
an,1.353
increased,1.132
risk,0.130
for,0.668
prostate,1.765
cancer,0.389
.,0.977
now,3.050
a,2.005
new,1.282
study,0.346
suggests,1.726
that,0.780
the,1.476
degree,0.368
of,1.475
risk,1.731
may,2.510
depend,0.234
on,0.397
where,1.038
in,3.769
the,1.142
body,0.503
the,1.112
fat,0.252
is,0.800
.,1.605
in,0.988
general,0.446
",",0.631
any,0.819
exercise,0.586
improves,2.164
our,1.699
health,0.695
.,0.775
but,0.469
a,1.109
wealth,0.934
of,1.162
recent,1.077
science,0.505
and,2.705
personal,1.560
experience,0.509
indicate,5.682
that,1.330
different,1.036
people,1.104
can,2.551
respond,0.173
to,1.011
similar,1.004
exercise,0.663
routines,2.469
in,1.309
different,1.289
ways,0.692
.,1.006
a,0.940
lifelong,0.966
swimmer,0.449
leapt,5.923
into,1.096
deep,1.236
water,0.832
near,0.939
his,3.229
lakeside,0.664
home,1.465
",",2.888
and,1.112
was,1.579
horrified,0.990
to,0.627
find,0.615
himself,2.974
completely,3.859
unable,2.115
to,1.991
swim,0.963
.,1.860
had,0.579
his,2.748
wife,0.671
not,4.254
rescued,1.620
him,0.588
",",2.469
he,2.427
might,3.584
have,0.275
drowned,0.667
.,1.018
scientists,3.585
have,2.794
used,0.601
genetically,2.541
reprogrammed,2.025
bacteria,2.956
to,1.338
destroy,0.921
tumors,0.457
in,1.421
mice,1.829
.,1.459
the,0.924
innovative,1.633
method,0.408
CD,5.108
day,1.679
may,2.412
lead,0.330
to,0.600
cancer,1.206
therapies,2.674
that,1.537
treat,3.091
the,1.632
disease,0.540
more,2.315
precisely,2.749
",",2.559
without,1.887
the,1.544
side,0.466
effects,4.059
of,1.702
conventional,1.405
drugs,1.289
.,1.414
a,0.940
cluster,0.580
of,1.297
police,0.530
suicides,2.479
has,2.412
prompted,0.939
leaders,4.737
to,1.125
plead,0.600
with,1.659
troubled,1.473
officers,1.142
to,1.520
seek,0.586
help,1.569
.,2.116
but,0.469
resistance,2.126
is,2.598
strong,1.928
.,1.178
positional,3.321
vertigo,1.812
is,1.224
a,1.733
common,0.947
type,0.289
of,0.964
dizziness,0.356
that,1.540
can,2.292
be,0.132
treated,0.706
with,0.498
a,0.913
simple,1.235
maneuver,0.336
.,1.492
vertigo,1.577
is,1.061
an,1.724
illusory,0.796
sensation,1.415
of,0.735
motion,0.802
that,1.522
is,1.822
often,1.488
accompanied,1.852
by,0.796
intense,0.991
nausea,0.876
.,0.963
when,1.872
new,1.632
breast,1.787
cancer,2.072
drugs,2.647
come,1.811
to,1.009
market,0.575
",",1.984
there,3.536
is,1.632
little,1.407
data,0.847
to,1.456
indicate,0.843
whether,1.360
they,1.714
are,2.432
safe,1.708
or,2.858
effective,0.859
in,1.650
men,1.925
.,1.344
some,0.924
new,1.632
drugs,2.468
are,3.157
approved,1.297
only,1.882
for,1.354
women,1.450
.,1.224
polio,3.341
is,2.799
an,1.722
infectious,0.797
disease,0.355
that,0.663
can,2.577
spread,0.214
rapidly,3.155
and,1.848
mainly,2.279
affects,3.314
young,1.415
children,1.460
.,1.234
it,2.392
can,3.546
cause,0.231
muscle,1.611
weakness,1.857
",",1.766
paralysis,3.357
and,1.087
",",0.070
on,1.302
rare,1.232
occasions,1.375
",",2.672
it,2.816
can,3.443
be,0.203
fatal,1.712
.,1.136
in,0.988
general,0.446
",",0.631
mammalian,2.966
hearts,0.798
are,3.149
quite,1.595
malleable,0.451
.,0.800
they,1.409
change,2.492
in,1.029
response,1.289
to,1.851
the,1.648
demands,2.661
placed,3.656
on,0.157
them,1.223
.,0.842
a,0.940
number,0.335
of,0.794
countries,2.823
",",3.021
including,2.675
australia,1.213
and,0.424
germany,0.916
",",0.593
have,1.760
started,2.616
requiring,3.176
companies,2.795
to,1.129
report,0.594
their,2.011
gender,0.824
pay,2.280
gaps,2.930
in,1.314
recent,2.153
years,0.596
.,1.251
proponents,3.586
argue,3.877
that,1.301
transparency,2.530
can,1.836
lead,0.173
to,0.597
improvement,0.641
.,0.818
an,0.610
extensive,1.048
study,0.331
confirms,2.333
that,0.811
red,1.236
meat,1.305
might,2.318
not,2.259
be,0.398
that,1.370
bad,1.489
for,0.626
you,1.839
.,1.082
but,0.469
it,1.531
is,1.802
bad,1.295
for,0.858
the,1.428
planet,0.506
",",1.734
with,1.297
chicken,1.207
and,2.862
pork,0.864
less,1.708
harmful,0.808
than,2.212
beef,2.068
.,1.296
the,0.924
caterpillar,0.481
of,1.468
the,1.540
monarch,0.464
butterfly,1.662
eats,6.201
only,1.647
milkweed,1.421
",",3.758
a,1.672
poisonous,1.606
plant,1.047
that,1.682
should,2.853
kill,0.092
it,3.437
.,2.819
the,0.924
caterpillars,2.573
thrive,5.740
on,1.518
the,1.273
plant,0.429
",",1.800
even,1.984
storing,3.963
its,1.952
toxins,2.361
in,1.511
their,3.051
bodies,1.642
as,2.268
a,1.662
defense,0.523
against,1.520
hungry,1.006
birds,1.424
.,0.736
a,0.940
decline,0.618
in,1.245
income,1.745
in,2.184
young,1.035
adulthood,1.419
may,2.068
lead,0.286
to,0.598
poorer,5.778
cognitive,1.799
ability,1.255
in,0.750
middle,0.421
age,1.118
.,1.215
income,3.324
reductions,2.330
are,3.126
also,1.720
linked,0.754
to,0.180
changes,1.861
in,1.078
brain,0.410
