RB,3.0693
JJ,4.2774
NNS,1.5157
MD,3.0728
VB,0.2445
RB,2.9886
NNS,6.2141
IN,0.688
DT,1.0903
NNS,2.6356
.,1.9882
,
JJ,3.3057
NN,1.1343
VBZ,2.1189
CD,3.3418
IN,2.153
PRP,3.9319
.,3.3729
,
NNP,1.7314
VBP,6.2598
VBN,1.6531
VBG,4.4494
IN,1.1309
JJ,2.5782
NNS,0.9062
.,1.8996
,
PRP,2.2211
VBP,2.6522
VBN,1.687
IN,0.8177
NNS,3.1149
IN,1.0288
JJ,1.9953
NN,1.1449
",",1.5496
NN,2.9212
NNS,2.886
",",0.3082
NN,1.5431
NNS,2.1356
.,4.4538
,
JJ,3.3057
NN,1.1343
VBZ,2.1189
DT,1.7439
JJ,1.0163
NN,0.2632
.,3.1798
,
PRP,2.2211
VBZ,1.7221
DT,1.5996
JJ,0.9427
NN,0.2918
",",2.6877
CC,1.1447
JJS,6.0427
NNS,2.1657
VBP,1.272
RB,1.7215
VB,2.5848
EX,7.5111
VBP,0.3649
NNS,2.4909
IN,0.6909
JJ,2.1334
NN,1.1794
MD,5.8643
VB,0.1256
.,3.9121
,
DT,1.3371
NN,0.7459
NNS,4.5171
VBP,1.1955
NNS,3.5928
VBP,4.5371
JJ,2.0432
IN,1.0736
PRP,4.0771
",",2.5225
RB,2.2163
IN,1.8976
PRP,2.781
VBP,1.0621
JJ,2.2328
IN,1.4641
NN,2.0754
.,1.1908
,
NNS,3.6664
VBP,1.6511
JJ,2.2827
PRP,6.3991
VBP,1.8975
JJ,2.1596
.,2.6986
,
NNS,3.6664
RB,2.9713
VBP,0.8706
IN,1.5155
VBG,3.7648
DT,1.3766
NN,0.6403
IN,0.8381
NN,1.9229
VBZ,4.7267
JJ,2.2148
IN,1.6043
NNS,2.7265
.,1.1602
,
RB,3.0693
DT,3.099
JJ,1.5744
NN,0.307
VBZ,2.3959
PRP,4.742
MD,3.9845
RB,1.8069
VB,0.0531
RB,2.6001
JJ,1.766
IN,1.1382
NNS,3.2338
",",1.9536
RB,2.5832
.,4.7727
,
NNS,3.6664
CC,3.4699
NN,1.9294
NN,1.8678
NNS,1.4517
RB,3.6719
VBP,0.7163
IN,1.5474
WRB,6.2088
NNS,2.5796
VBP,0.8593
VBN,1.1096
.,2.1283
,
CC,5.066
JJ,3.4864
NNS,1.4263
MD,3.6464
VB,0.224
VBN,0.7853
",",3.5252
RB,2.56
IN,1.3717
NNS,2.6694
",",1.6876
IN,2.0493
PRP,3.0366
VBD,1.1801
RBR,5.3925
IN,2.8499
WRB,5.7912
PRP,0.7427
VBP,2.8768
VBN,1.8415
.,1.7861
,
IN,1.5848
JJ,3.1516
",",2.0084
DT,1.2484
NN,0.6154
VBZ,1.5308
PRP$,4.9476
NN,0.6282
.,2.9555
,
CC,5.066
DT,1.6922
NN,0.9078
IN,1.1115
JJ,2.6075
NN,0.8317
CC,2.6484
JJ,1.5708
NN,0.6967
VBP,3.1672
IN,2.1843
JJ,2.2211
NNS,0.9702
MD,5.6891
VB,0.1563
IN,2.0457
JJ,2.0047
NN,1.0865
NNS,2.2303
IN,1.9173
JJ,1.8329
NNS,0.8073
.,0.5987
,
WRB,4.7902
JJ,3.5904
NN,1.6384
NN,2.7217
NNS,2.4796
VBP,0.4873
IN,2.2057
NN,1.9524
",",0.8554
EX,4.255
VBZ,0.9402
JJ,2.0722
NNS,1.2663
TO,2.8778
VB,0.0077
IN,1.9406
PRP,3.1792
VBP,1.9758
JJ,2.6468
CC,2.4482
JJ,0.9349
IN,2.341
NNS,2.6879
.,0.6787
,
DT,1.3371
JJ,1.5502
NNS,2.5001
VBP,1.42
VBN,1.1908
RB,2.7955
IN,1.0067
NNS,2.5018
.,1.421
,
DT,1.3371
JJ,1.5502
NN,0.3674
VBZ,1.9377
IN,1.8917
JJ,2.5208
NN,0.9348
MD,5.5754
RB,2.0711
VB,0.0347
RB,2.955
JJ,1.6687
IN,1.121
PRP,3.009
.,1.5276
,
CC,5.066
PRP,1.6941
VBZ,1.9143
JJ,2.773
IN,0.9464
DT,0.9384
NN,0.6808
",",2.2464
IN,1.836
NN,2.5859
CC,1.9763
NN,0.6883
RBR,8.7499
JJ,0.8916
IN,1.1503
NN,2.0821
.,1.01
,
DT,1.3371
NN,0.7459
IN,1.7318
DT,0.768
NN,0.6377
NNS,4.3171
RB,3.5156
.,5.9854
,
DT,1.3371
VBZ,4.1932
DT,1.5182
NN,0.814
VBZ,4.9698
TO,3.6026
VB,0.0164
JJ,2.7085
RB,4.9192
IN,1.3917
NNS,3.2011
TO,4.0437
VB,0.0128
RP,3.7816
IN,1.4583
RB,4.7898
VBG,2.9681
JJ,2.6377
IN,2.8346
DT,0.9558
NN,0.5754
.,0.8486
,
NNS,3.6664
CC,3.4699
NN,1.9294
NNS,1.3692
VBP,0.863
IN,2.1846
DT,0.9578
NN,0.7298
IN,0.8855
NN,1.9897
.,1.8252
,
DT,1.3371
NN,0.7459
NN,2.8334
VBZ,1.7468
VBG,4.9228
RB,2.9043
",",2.6313
VBG,1.8736
RB,3.4951
JJR,4.9517
NN,2.2874
",",1.7221
CC,0.8031
DT,1.9684
NN,0.6576
IN,1.3928
JJ,1.947
NN,0.7083
VBZ,3.0208
JJ,2.3897
.,1.0495
,
CD,3.8793
NN,1.8923
IN,1.7739
NN,2.6517
VBZ,2.9067
IN,1.9605
PRP,3.7292
VBP,2.447
TO,3.2266
VB,0.0106
DT,1.5734
NNS,3.3113
PRP,4.5156
VBD,2.0696
.,3.3944
,
NN,3.3387
VBZ,2.241
VBN,1.399
IN,0.5637
DT,0.797
NN,0.7467
.,3.5638
,
DT,1.3371
JJ,1.5502
NN,0.3674
IN,1.2858
NNS,3.0621
VBP,2.313
IN,2.2943
NNS,2.7544
WDT,3.2149
NN,5.0029
IN,2.1504
DT,0.9736
NN,0.6231
.,3.1615
,
CC,5.066
RB,2.5797
DT,2.3007
VBP,5.0893
VBN,2.0898
IN,0.8348
NNS,2.8673
WDT,3.3763
VBP,0.1933
DT,2.1173
JJ,1.2077
NN,0.4128
.,1.9195
,
NNP,1.7314
VBZ,2.4743
VBN,1.6782
PRP,5.0422
IN,1.1056
DT,0.8262
NN,0.8826
IN,0.9419
DT,1.0307
NN,0.7731
IN,1.2256
NN,2.3774
NN,2.4508
.,1.3994
,
PRP,2.2211
VBZ,1.7221
DT,1.5996
NN,0.8644
IN,0.5632
RB,4.9284
IN,2.3528
JJ,2.5895
NN,0.9886
.,1.6356
,
NN,3.3387
NN,2.068
MD,4.5508
RB,1.9131
VB,0.0383
DT,1.9258
NN,0.6017
DT,4.9819
NN,0.6143
VBZ,5.3617
NNS,4.6121
.,2.6321
,
NNS,3.6664
WP,5.2633
VBP,1.239
NN,3.2744
NNS,1.8765
",",2.4659
DT,3.5972
RB,4.2773
JJ,1.8633
NN,0.5421
",",2.0028
VBP,1.3739
RB,1.817
VBG,4.0554
DT,1.778
NNS,2.8085
.,1.5802
,
DT,1.3371
JJ,1.5502
NNS,2.5001
IN,1.5064
NNP,1.5133
VBP,2.0874
JJ,2.3133
CC,2.3844
RB,2.6856
JJ,0.9313
.,1.2976
,
VBG,3.9696
IN,0.7159
PRP,4.5701
MD,2.4266
VB,0.1646
DT,1.7992
NN,0.5921
.,3.7063
,
JJ,3.3057
NN,1.1343
NNS,1.7519
MD,3.507
VB,0.2022
DT,2.1389
NN,0.6353
NN,2.5205
JJ,4.729
.,3.0595
,
NNS,3.6664
MD,3.361
VB,0.2179
DT,2.0056
NNS,2.8747
IN,0.5613
PRP$,3.0296
NN,0.7162
IN,1.3205
VBG,3.1977
PRP$,3.2407
NNS,1.7433
VBG,4.7937
IN,1.4392
DT,0.9564
NN,0.5917
IN,1.3141
NN,2.0149
.,1.0608
,
NN,3.3387
VBZ,2.241
VBG,4.8188
",",3.6352
CC,1.1905
PRP,2.4355
VBP,1.5975
WRB,5.3661
.,5.5202
,
NN,3.3387
VBZ,2.241
VBN,1.399
CC,4.2609
VBN,0.7902
IN,0.4344
NNS,3.053
",",1.7028
NN,2.8076
",",0.8542
NNS,2.8523
",",0.2424
NN,1.594
CC,1.724
NN,0.5946
.,1.1047
,
NN,3.3387
RB,3.6532
RB,3.5295
VBZ,1.3822
PRP,3.8586
WRB,5.1529
TO,3.5701
VB,0.0112
.,3.4658
,
PRP,2.2211
RB,1.9958
VBP,2.8939
WRB,5.1135
TO,2.9886
VB,0.0122
PRP,2.5644
.,1.7603
,
VB,5.7814
DT,2.2924
NN,0.5975
WDT,4.8514
VBZ,1.0682
IN,1.7784
DT,0.7075
NN,0.5655
",",2.5429
CC,1.4228
PRP,2.643
RB,3.3609
MD,4.0423
RB,1.9302
VB,0.0417
DT,2.0182
NN,0.6443
.,1.484
,
CC,5.066
DT,1.6922
MD,5.813
VB,0.2456
.,5.6589
,
NN,3.3387
NNS,2.3984
VBP,1.004
RB,1.7952
TO,5.6307
VB,0.0124
NNS,2.9745
.,2.4146
,
NNS,3.6664
VBP,1.6511
JJ,2.2827
NNS,1.5109
CC,2.2101
NNS,1.2103
IN,1.4322
JJ,1.7246
NNS,0.8021
TO,4.5123
VB,0.0223
NNS,2.4707
VBN,3.9719
.,2.6424
,
NNS,3.6664
VBP,1.6511
VBG,4.4682
JJR,5.3582
IN,0.9436
DT,1.1298
NN,0.6855
.,2.7503
,
CC,5.066
IN,1.8784
JJS,6.0265
NNPS,7.7024
VBP,2.2
.,5.734
,
NNS,3.6664
VBP,1.6511
DT,1.9849
JJ,1.0244
NN,0.4035
IN,0.6285
DT,0.9868
JJ,1.3707
NN,0.3336
.,1.9979
,
IN,1.5848
DT,1.0161
JJS,5.6927
NN,0.7136
PRP,3.9139
RB,3.7051
VBP,2.5768
IN,1.8224
PRP$,2.7419
NNS,1.9746
.,2.2971
,
EX,5.1629
MD,4.0337
VB,0.1921
DT,1.1286
NN,0.6708
IN,0.445
JJ,2.1986
NNS,1.0274
VBP,4.6473
CC,5.3147
VB,1.275
JJ,2.1944
NNS,1.2462
.,1.0932
,
PRP,2.2211
DT,8.0341
VBP,2.4816
.,6.2709
,
RB,3.0693
IN,2.2197
DT,0.926
NN,0.5891
",",1.0183
DT,1.3101
NN,0.6511
VBD,0.7447
NN,3.7274
IN,0.6675
DT,0.9652
NN,0.7357
",",2.1693
WDT,2.8215
VBD,0.2532
IN,1.688
DT,0.8352
NN,0.6618
IN,0.8918
JJ,2.5217
NN,0.6086
.,0.9243
,
DT,1.3371
NN,0.7459
VBD,0.957
DT,1.9634
NN,0.7407
IN,0.459
NNS,3.355
.,2.7039
,
DT,1.3371
NN,0.7459
IN,1.7318
JJ,2.7948
NN,0.7752
NNS,2.1359
MD,3.0679
VB,0.1829
DT,2.1577
NN,0.6326
IN,0.6161
DT,0.9632
JJ,1.4312
JJ,2.6526
NN,0.3044
",",1.888
IN,1.6382
NN,2.539
",",1.7405
VBZ,3.9197
VBN,1.3578
IN,0.8409
NN,2.2342
.,1.6489
,
CC,5.066
PRP,1.6941
MD,3.0019
VB,0.3652
NN,3.7609
CC,2.5082
NN,1.2007
.,1.8229
,
NNS,3.6664
VBP,1.6511
VBG,4.4682
JJR,5.3582
NNS,1.6378
.,2.8078
,
IN,1.5848
RB,4.3758
",",1.1309
NNS,3.6639
VBD,1.2332
DT,1.9134
VBG,4.7814
NN,0.4748
NN,2.4545
VBD,3.6511
IN,1.9155
IN,4.0371
DT,0.8605
NN,0.6745
",",2.1992
CC,1.223
PRP,2.5096
VBD,0.1966
VBG,3.6814
RB,2.83
IN,1.3583
DT,0.8485
NN,0.633
VBD,3.7133
.,2.9377
,
JJ,3.3057
NN,1.1343
VBZ,2.1189
IN,1.8641
JJR,5.949
NN,1.257
RB,4.5205
VBZ,3.028
VB,5.6745
IN,1.5587
DT,0.814
RBR,6.2108
JJ,0.0587
NN,0.4097
.,1.3446
,
NNS,3.6664
IN,1.4638
NNS,2.912
IN,1.887
JJ,2.2388
NN,0.9985
NNS,2.2026
VBP,1.3202
VBN,1.0928
JJ,3.3936
NN,2.1175
IN,1.3994
DT,0.984
NN,0.6659
.,1.5314
,
NNP,1.7314
VBZ,2.4743
